latitude,longitude,datetime,confidence,date,surface_temperature_celcius
-37.7287,141.7154,2018-05-22T04:32:20,61,22-05-18,41
-37.7379,141.7183,2018-05-22T04:32:20,58,22-05-18,40
-38.4349,141.7194,2018-05-22T04:32:20,100,22-05-18,93
-38.4792,141.7197,2018-05-22T04:32:20,89,22-05-18,65
-36.5722,141.7206,2018-05-22T00:15:00,85,22-05-18,59
-38.4412,141.7211,2018-05-22T00:13:10,74,22-05-18,48
-38.4322,141.7213,2018-05-22T00:13:00,61,22-05-18,42
-37.9077,141.7227,2018-05-22T00:13:00,66,22-05-18,43
-37.9047,141.7239,2018-05-22T00:13:00,100,22-05-18,90
-38.4888,141.7246,2018-05-22T00:13:00,89,22-05-18,64
-36.1337,141.7256,2018-05-18T03:25:00,61,18-05-18,41
-36.8431,141.7257,2018-05-18T03:21:10,68,18-05-18,44
-36.8403,141.726,2018-05-18T03:21:10,69,18-05-18,45
-36.1369,141.7292,2018-05-18T03:21:10,64,18-05-18,42
-37.164,141.7306,2018-05-18T00:43:10,55,18-05-18,42
-37.1521,141.7315,2018-05-18T00:38:10,66,18-05-18,46
-37.166,141.7372,2018-05-18T00:37:20,75,18-05-18,49
-36.1841,141.7374,2018-05-17T04:14:10,79,17-05-18,52
-36.1875,141.7388,2018-05-16T03:37:40,53,16-05-18,39
-36.1887,141.7389,2018-05-16T03:32:50,56,16-05-18,39
-37.2465,141.7398,2018-05-16T00:48:40,61,16-05-18,41
-36.9826,141.7429,2018-05-15T04:36:40,78,15-05-18,51
-36.4437,141.7444,2018-05-15T04:35:20,64,15-05-18,42
-36.3987,141.7446,2018-05-15T04:34:50,59,15-05-18,40
-37.4984,141.7502,2018-05-15T04:34:30,93,15-05-18,73
-37.253,141.7522,2018-05-15T04:34:30,96,15-05-18,78
-36.2993,141.7531,2018-05-15T04:33:50,76,15-05-18,50
-36.3065,141.7542,2018-05-15T04:33:20,69,15-05-18,44
-37.5074,141.7567,2018-05-15T04:33:20,66,15-05-18,43
-36.3636,141.7567,2018-05-15T04:33:00,83,15-05-18,57
-36.9396,141.7577,2018-05-15T04:33:00,92,15-05-18,70
-37.2622,141.758,2018-05-15T04:32:50,55,15-05-18,39
-36.3111,141.7587,2018-05-15T04:32:50,69,15-05-18,44
-36.7159,141.7598,2018-05-15T04:32:50,51,15-05-18,38
-36.5963,141.7608,2018-05-15T04:32:50,51,15-05-18,38
-36.5738,141.7625,2018-05-15T04:32:50,100,15-05-18,101
-36.4293,141.763,2018-05-15T04:32:50,84,15-05-18,58
-36.3387,141.7654,2018-05-15T04:31:20,96,15-05-18,77
-37.2793,141.7668,2018-05-15T04:31:10,87,15-05-18,62
-37.2512,141.7692,2018-05-15T04:30:00,86,15-05-18,60
-38.0395,141.7692,2018-05-15T04:29:50,83,15-05-18,63
-36.5828,141.7699,2018-05-15T04:29:50,84,15-05-18,58
-36.4216,141.772,2018-05-15T04:29:40,60,15-05-18,40
-36.4317,141.7743,2018-05-15T04:29:40,64,15-05-18,42
-36.2538,141.7747,2018-05-15T04:29:30,63,15-05-18,42
-36.437,141.7793,2018-05-15T04:29:30,66,15-05-18,43
-36.6217,141.7798,2018-05-15T04:29:10,55,15-05-18,39
-36.3652,141.7818,2018-05-15T04:28:40,66,15-05-18,43
-36.8241,141.7932,2018-05-15T04:28:20,56,15-05-18,39
-36.3296,141.7933,2018-05-15T04:28:10,63,15-05-18,41
-35.7542,141.7938,2018-05-15T04:28:10,64,15-05-18,42
-36.3433,141.7986,2018-05-15T04:28:00,100,15-05-18,94
-36.3728,141.7999,2018-05-15T04:28:00,71,15-05-18,46
-36.4371,141.802,2018-05-15T04:28:00,74,15-05-18,48
-37.0167,141.8047,2018-05-15T04:28:00,87,15-05-18,62
-36.345,141.8073,2018-05-15T04:28:00,100,15-05-18,87
-36.7032,141.8077,2018-05-15T04:27:50,90,15-05-18,66
-37.9308,141.8091,2018-05-15T04:27:40,78,15-05-18,51
-36.4348,141.8094,2018-05-15T04:27:10,78,15-05-18,52
-36.3019,141.8102,2018-05-15T04:27:10,67,15-05-18,43
-36.3638,141.8114,2018-05-15T04:27:10,71,15-05-18,46
-36.3542,141.8122,2018-05-15T04:27:10,63,15-05-18,41
-36.4277,141.8127,2018-05-15T04:27:00,79,15-05-18,52
-36.3362,141.8146,2018-05-15T04:26:40,78,15-05-18,52
-35.6785,141.8172,2018-05-15T04:26:40,57,15-05-18,39
-36.6755,141.819,2018-05-15T04:26:40,68,15-05-18,45
-35.4591,141.8256,2018-05-15T04:26:40,74,15-05-18,48
-34.5019,141.8273,2018-05-15T04:26:30,71,15-05-18,46
-36.1648,141.828,2018-05-15T04:26:30,77,15-05-18,55
-36.301,141.8309,2018-05-15T04:26:20,70,15-05-18,45
-36.3156,141.8343,2018-05-15T04:26:20,84,15-05-18,57
-36.3402,141.8369,2018-05-15T04:26:20,96,15-05-18,77
-36.3971,141.8394,2018-05-15T04:26:20,69,15-05-18,44
-36.3704,141.849,2018-05-15T04:26:20,76,15-05-18,49
-36.4226,141.8511,2018-05-15T04:26:20,56,15-05-18,39
-36.674,141.8553,2018-05-15T04:26:20,80,15-05-18,53
-36.5661,141.8567,2018-05-15T04:26:20,89,15-05-18,65
-36.5646,141.862,2018-05-15T04:26:20,52,15-05-18,48
-36.5754,141.863,2018-05-15T04:26:20,100,15-05-18,111
-36.3073,141.8635,2018-05-15T04:26:20,70,15-05-18,45
-36.7126,141.8639,2018-05-15T04:26:20,64,15-05-18,42
-36.4347,141.8644,2018-05-15T04:26:20,63,15-05-18,42
-36.7217,141.8645,2018-05-15T04:26:20,83,15-05-18,56
-36.7536,141.8655,2018-05-15T04:26:20,70,15-05-18,45
-36.7611,141.8667,2018-05-15T04:26:20,68,15-05-18,44
-36.5664,141.8673,2018-05-15T04:26:20,65,15-05-18,42
-36.5648,141.8698,2018-05-15T04:26:20,82,15-05-18,55
-36.6483,141.8728,2018-05-15T04:26:20,60,15-05-18,41
-36.5023,141.8736,2018-05-15T04:26:20,85,15-05-18,66
-36.4617,141.8756,2018-05-15T04:26:20,70,15-05-18,48
-36.8616,141.876,2018-05-15T04:26:20,90,15-05-18,78
-36.86,141.8783,2018-05-15T04:26:20,66,15-05-18,45
-36.3119,141.8786,2018-05-15T04:26:20,69,15-05-18,44
-36.7215,141.879,2018-05-15T04:26:20,86,15-05-18,60
-36.6463,141.8795,2018-05-15T04:26:20,59,15-05-18,41
-36.6288,141.8813,2018-05-15T04:26:20,72,15-05-18,47
-36.6664,141.8841,2018-05-15T04:26:20,82,15-05-18,55
-36.8221,141.8851,2018-05-15T04:26:20,78,15-05-18,52
-37.2794,141.8857,2018-05-15T04:26:20,51,15-05-18,44
-37.2777,141.8885,2018-05-15T04:26:20,83,15-05-18,56
-37.1402,141.8923,2018-05-15T04:26:20,86,15-05-18,61
-37.2811,141.8964,2018-05-15T04:26:20,66,15-05-18,43
-38.0372,141.897,2018-05-15T04:26:20,90,15-05-18,67
-38.049,141.8992,2018-05-15T04:26:20,94,15-05-18,74
-38.0468,141.9044,2018-05-15T04:26:20,100,15-05-18,110
-34.4929,141.9066,2018-05-15T04:26:20,71,15-05-18,46
-35.4666,141.9086,2018-05-15T04:26:20,89,15-05-18,65
-35.7632,141.9115,2018-05-15T04:26:20,72,15-05-18,47
-36.0411,141.9147,2018-05-15T04:26:20,69,15-05-18,44
-36.0396,141.9183,2018-05-15T04:26:20,95,15-05-18,76
-35.9903,141.9249,2018-05-15T04:26:20,69,15-05-18,45
-36.4058,141.9264,2018-05-15T04:26:20,72,15-05-18,46
-36.1631,141.9264,2018-05-15T04:26:20,70,15-05-18,45
-36.7018,141.9298,2018-05-15T04:26:20,81,15-05-18,54
-36.2775,141.9303,2018-05-15T04:26:20,94,15-05-18,74
-36.3178,141.9328,2018-05-15T04:26:20,86,15-05-18,60
-36.3831,141.9352,2018-05-15T04:26:20,71,15-05-18,45
-37.446,141.936,2018-05-15T04:26:20,72,15-05-18,47
-37.4444,141.9362,2018-05-15T04:26:20,71,15-05-18,45
-38.0219,141.9382,2018-05-15T04:26:20,76,15-05-18,62
-37.7481,141.9403,2018-05-15T04:26:20,64,15-05-18,42
-38.0361,141.9429,2018-05-15T00:12:10,100,15-05-18,90
-38.038,141.9444,2018-05-15T00:07:50,76,15-05-18,49
-36.4212,141.9456,2018-05-14T01:00:50,75,14-05-18,49
-36.1431,141.9491,2018-05-13T04:45:40,100,13-05-18,102
-36.4365,141.9507,2018-05-13T04:45:30,72,13-05-18,46
-36.3254,141.9545,2018-05-13T04:43:30,95,13-05-18,77
-36.353,141.958,2018-05-13T04:42:20,50,13-05-18,38
-36.4489,141.9657,2018-05-13T04:42:00,69,13-05-18,45
-34.9917,141.9666,2018-05-13T04:42:00,52,13-05-18,49
-36.4032,141.9682,2018-05-13T04:42:00,69,13-05-18,45
-36.0816,141.9724,2018-05-13T04:41:50,100,13-05-18,98
-36.3011,141.9742,2018-05-13T04:40:30,76,13-05-18,50
-36.3883,141.9771,2018-05-13T04:40:20,56,13-05-18,39
-34.9938,141.9795,2018-05-13T04:40:20,100,13-05-18,120
-36.1532,141.9823,2018-05-13T04:40:10,100,13-05-18,90
-36.5513,141.9908,2018-05-13T04:40:10,66,13-05-18,43
-36.3636,141.9956,2018-05-13T04:39:50,81,13-05-18,55
-36.4837,141.9965,2018-05-13T04:39:30,83,13-05-18,63
-36.6361,142.001,2018-05-13T04:39:10,66,13-05-18,43
-36.4763,142.0025,2018-05-13T04:39:00,74,13-05-18,51
-36.0097,142.0096,2018-05-13T04:39:00,85,13-05-18,60
-36.3742,142.0113,2018-05-13T04:39:00,75,13-05-18,49
-36.0077,142.0122,2018-05-13T04:38:50,100,13-05-18,93
-36.4005,142.0162,2018-05-13T04:38:40,78,13-05-18,51
-37.9378,142.0219,2018-05-13T04:38:40,87,13-05-18,62
-37.1999,142.0263,2018-05-13T04:38:40,62,13-05-18,41
-36.4477,142.0266,2018-05-13T04:38:40,81,13-05-18,54
-34.9959,142.031,2018-05-13T04:38:40,53,13-05-18,49
-34.9843,142.0347,2018-05-13T04:38:40,53,13-05-18,48
-36.4403,142.0353,2018-05-13T04:38:40,86,13-05-18,60
-36.2972,142.0391,2018-05-13T04:38:40,84,13-05-18,57
-36.391,142.0472,2018-05-13T04:38:40,85,13-05-18,60
-36.3712,142.0503,2018-05-13T04:38:40,87,13-05-18,62
-36.3606,142.0521,2018-05-13T04:38:40,84,13-05-18,58
-36.0828,142.0522,2018-05-13T04:38:40,94,13-05-18,75
-36.075,142.0529,2018-05-13T04:38:40,78,13-05-18,51
-36.1404,142.0536,2018-05-13T04:38:40,100,13-05-18,113
-36.1411,142.054,2018-05-13T04:38:40,78,13-05-18,51
-36.1462,142.0557,2018-05-13T04:38:40,74,13-05-18,51
-36.174,142.0572,2018-05-13T04:38:40,79,13-05-18,52
-35.9979,142.058,2018-05-13T04:38:40,82,13-05-18,56
-36.5541,142.0586,2018-05-13T04:38:40,91,13-05-18,69
-36.8399,142.062,2018-05-13T04:38:40,57,13-05-18,39
-35.708,142.0623,2018-05-13T04:38:40,50,13-05-18,38
-35.6819,142.0625,2018-05-13T04:38:40,91,13-05-18,69
-35.6846,142.063,2018-05-13T04:38:40,82,13-05-18,55
-36.3148,142.0648,2018-05-13T04:38:40,75,13-05-18,49
-35.6871,142.0658,2018-05-13T04:38:40,90,13-05-18,68
-36.3832,142.0679,2018-05-13T04:38:40,68,13-05-18,44
-36.304,142.0686,2018-05-13T04:38:40,59,13-05-18,40
-36.591,142.0703,2018-05-13T04:38:40,55,13-05-18,40
-36.8377,142.0708,2018-05-13T04:38:40,68,13-05-18,44
-36.1506,142.0732,2018-05-13T04:38:40,100,13-05-18,95
-35.7108,142.0749,2018-05-13T04:38:40,86,13-05-18,60
-36.0518,142.0757,2018-05-13T04:38:40,63,13-05-18,42
-36.3984,142.0764,2018-05-13T04:38:40,85,13-05-18,60
-36.7321,142.0793,2018-05-13T04:38:40,54,13-05-18,46
-36.5375,142.0798,2018-05-12T04:02:30,64,12-05-18,42
-37.82,142.0815,2018-05-12T03:57:40,83,12-05-18,57
-36.358,142.0839,2018-05-12T03:56:10,70,12-05-18,45
-34.9194,142.0858,2018-05-12T03:56:10,66,12-05-18,43
-37.4671,142.0881,2018-05-12T03:56:10,93,12-05-18,73
-36.4061,142.09,2018-05-12T03:56:10,64,12-05-18,42
-37.9742,142.0906,2018-05-12T03:56:10,78,12-05-18,51
-37.4688,142.0912,2018-05-12T03:56:10,87,12-05-18,62
-36.5509,142.0918,2018-05-12T03:56:10,76,12-05-18,50
-37.9774,142.0944,2018-05-12T01:15:30,67,12-05-18,50
-36.2911,142.1001,2018-05-11T04:57:20,90,11-05-18,67
-36.2842,142.103,2018-05-11T04:57:20,96,11-05-18,79
-36.3492,142.1063,2018-05-11T04:54:00,88,11-05-18,63
-36.7218,142.1116,2018-05-11T04:51:00,89,11-05-18,65
-37.3656,142.1167,2018-05-11T04:50:40,84,11-05-18,78
-36.1188,142.1176,2018-05-11T04:50:40,65,11-05-18,42
-36.4179,142.1177,2018-05-11T04:50:40,94,11-05-18,75
-35.4173,142.1209,2018-05-11T04:50:40,54,11-05-18,39
-36.3207,142.121,2018-05-11T04:50:40,92,11-05-18,70
-36.3493,142.1212,2018-05-11T04:50:40,70,11-05-18,45
-36.3909,142.1215,2018-05-11T04:50:40,54,11-05-18,39
-36.2882,142.1258,2018-05-11T04:50:40,99,11-05-18,86
-36.3153,142.1286,2018-05-11T04:50:40,91,11-05-18,69
-36.1271,142.13,2018-05-11T04:50:40,75,11-05-18,48
-36.4169,142.1326,2018-05-11T04:50:40,97,11-05-18,81
-36.422,142.1339,2018-05-11T04:50:40,80,11-05-18,53
-36.4713,142.1373,2018-05-11T04:50:40,58,11-05-18,40
-38.5657,142.1377,2018-05-11T00:33:30,70,11-05-18,45
-38.5675,142.138,2018-05-11T00:33:20,68,11-05-18,44
-36.8094,142.1403,2018-05-10T04:16:30,96,10-05-18,77
-38.0765,142.1409,2018-05-10T04:16:10,79,10-05-18,53
-35.1175,142.141,2018-05-10T04:16:10,84,10-05-18,58
-37.4522,142.143,2018-05-10T04:15:50,71,10-05-18,46
-36.7937,142.1445,2018-05-10T04:14:30,66,10-05-18,43
-37.687,142.1449,2018-05-10T04:14:20,88,10-05-18,64
-36.3455,142.146,2018-05-10T04:14:20,75,10-05-18,49
-36.2359,142.1472,2018-05-10T04:14:10,55,10-05-18,41
-37.5657,142.149,2018-05-10T04:14:10,100,10-05-18,103
-36.587,142.1491,2018-05-10T04:14:00,65,10-05-18,42
-35.2312,142.1523,2018-05-10T04:13:30,71,10-05-18,45
-36.3933,142.153,2018-05-10T04:12:50,87,10-05-18,63
-36.8142,142.154,2018-05-10T04:12:50,86,10-05-18,60
-36.9299,142.1561,2018-05-10T04:11:40,71,10-05-18,46
-37.6518,142.1573,2018-05-10T04:11:30,83,10-05-18,57
-36.9731,142.1611,2018-05-10T04:11:10,69,10-05-18,44
-37.8323,142.1622,2018-05-10T04:11:10,84,10-05-18,68
-36.7532,142.1623,2018-05-10T04:11:10,63,10-05-18,42
-36.9664,142.1629,2018-05-10T04:11:10,81,10-05-18,55
-36.7227,142.1637,2018-05-10T04:11:10,77,10-05-18,50
-36.6258,142.1692,2018-05-10T04:11:10,64,10-05-18,42
-36.0236,142.1698,2018-05-10T04:10:10,67,10-05-18,43
-37.4574,142.1718,2018-05-10T04:10:00,59,10-05-18,40
-37.3317,142.1729,2018-05-10T04:09:50,57,10-05-18,41
-36.6329,142.1753,2018-05-10T04:09:40,57,10-05-18,43
-36.884,142.1868,2018-05-10T04:09:40,66,10-05-18,43
-37.5263,142.1873,2018-05-10T04:09:40,56,10-05-18,53
-37.7006,142.1894,2018-05-10T04:09:30,75,10-05-18,48
-36.5741,142.1899,2018-05-10T04:09:20,74,10-05-18,48
-36.2455,142.1944,2018-05-10T04:09:20,62,10-05-18,43
-36.5757,142.1964,2018-05-10T04:08:50,82,10-05-18,55
-37.7461,142.1986,2018-05-10T04:08:50,56,10-05-18,39
-38.2853,142.1989,2018-05-10T04:08:50,98,10-05-18,83
-38.2375,142.2004,2018-05-10T04:08:50,98,10-05-18,82
-36.797,142.2008,2018-05-10T04:08:50,82,10-05-18,55
-37.4463,142.2012,2018-05-10T04:08:50,92,10-05-18,70
-38.5214,142.2013,2018-05-10T04:08:30,84,10-05-18,57
-37.4366,142.2025,2018-05-10T04:08:30,74,10-05-18,48
-36.2443,142.2027,2018-05-10T04:08:30,86,10-05-18,61
-36.7954,142.204,2018-05-10T04:08:30,83,10-05-18,56
-36.4312,142.2042,2018-05-10T04:08:30,71,10-05-18,46
-38.294,142.2097,2018-05-10T04:08:20,60,10-05-18,41
-37.4381,142.2098,2018-05-10T04:08:20,78,10-05-18,51
-37.2068,142.2125,2018-05-10T04:08:20,76,10-05-18,49
-37.6659,142.2188,2018-05-10T04:08:10,61,10-05-18,41
-37.7506,142.2216,2018-05-10T04:08:10,63,10-05-18,41
-37.6854,142.2225,2018-05-10T04:08:10,95,10-05-18,76
-37.7637,142.2226,2018-05-10T04:08:10,73,10-05-18,47
-37.959,142.2244,2018-05-10T04:08:10,60,10-05-18,40
-37.3655,142.2253,2018-05-10T04:08:10,85,10-05-18,59
-38.0189,142.227,2018-05-10T04:08:10,68,10-05-18,44
-38.0781,142.2291,2018-05-10T04:08:10,80,10-05-18,54
-38.0881,142.2303,2018-05-10T04:08:10,99,10-05-18,84
-38.0866,142.2323,2018-05-10T04:08:10,96,10-05-18,78
-38.2391,142.2386,2018-05-10T04:08:10,92,10-05-18,71
-38.2481,142.2406,2018-05-10T04:08:10,68,10-05-18,44
-37.8158,142.2434,2018-05-10T04:08:10,80,10-05-18,53
-38.5123,142.2459,2018-05-10T04:08:10,100,10-05-18,89
-38.5138,142.2465,2018-05-10T04:08:10,76,10-05-18,49
-38.293,142.2474,2018-05-10T04:08:10,65,10-05-18,43
-38.2946,142.2483,2018-05-10T04:08:10,74,10-05-18,48
-38.2838,142.2484,2018-05-10T04:08:10,80,10-05-18,53
-37.8339,142.2494,2018-05-10T04:08:10,100,10-05-18,113
-37.8265,142.252,2018-05-10T04:08:10,76,10-05-18,49
-36.9827,142.2536,2018-05-10T04:08:10,62,10-05-18,41
-36.9647,142.254,2018-05-10T04:08:10,74,10-05-18,48
-36.7185,142.254,2018-05-10T04:08:10,81,10-05-18,55
-36.754,142.2546,2018-05-10T04:08:10,64,10-05-18,42
-36.7212,142.2586,2018-05-10T04:08:10,86,10-05-18,60
-36.9315,142.2606,2018-05-10T04:08:10,80,10-05-18,53
-36.9054,142.2655,2018-05-10T04:08:10,81,10-05-18,55
-36.7988,142.2657,2018-05-10T04:08:10,71,10-05-18,46
-36.5886,142.2675,2018-05-10T04:08:10,55,10-05-18,39
-36.9748,142.2687,2018-05-10T04:08:10,55,10-05-18,39
-37.3456,142.2701,2018-05-10T04:08:10,87,10-05-18,62
-36.8084,142.2708,2018-05-10T04:08:10,67,10-05-18,43
-37.3405,142.2781,2018-05-10T04:08:10,84,10-05-18,58
-37.2549,142.2805,2018-05-10T04:08:10,53,10-05-18,38
-36.1672,142.2809,2018-05-10T04:08:10,81,10-05-18,54
-36.1687,142.282,2018-05-10T04:08:10,68,10-05-18,44
-36.3355,142.2864,2018-05-10T04:08:10,51,10-05-18,38
-36.3371,142.2896,2018-05-10T04:08:10,76,10-05-18,49
-36.4944,142.2926,2018-05-10T04:08:10,58,10-05-18,40
-37.1749,142.2956,2018-05-10T04:08:10,69,10-05-18,44
-37.3025,142.3038,2018-05-10T04:08:10,52,10-05-18,39
-37.3009,142.3058,2018-05-10T04:08:10,52,10-05-18,39
-36.3438,142.3068,2018-05-10T04:08:10,96,10-05-18,78
-35.9423,142.3151,2018-05-10T04:08:10,79,10-05-18,52
-35.9438,142.3183,2018-05-10T04:08:10,78,10-05-18,52
-37.2991,142.3196,2018-05-10T04:08:10,77,10-05-18,51
-37.4373,142.323,2018-05-10T04:08:10,87,10-05-18,62
-36.2715,142.3282,2018-05-10T04:08:10,86,10-05-18,61
-36.2341,142.3299,2018-05-10T04:08:10,57,10-05-18,41
-37.4357,142.3395,2018-05-10T04:08:10,94,10-05-18,74
-37.3233,142.3405,2018-05-10T04:08:10,76,10-05-18,49
-36.2646,142.343,2018-05-10T04:08:10,82,10-05-18,55
-35.7421,142.3494,2018-05-10T04:08:10,60,10-05-18,40
-37.4479,142.3606,2018-05-10T04:08:10,87,10-05-18,62
-37.3333,142.3626,2018-05-10T04:08:10,75,10-05-18,48
-37.4304,142.3633,2018-05-10T04:08:10,60,10-05-18,47
-37.459,142.3635,2018-05-10T04:08:10,54,10-05-18,39
-36.8158,142.3638,2018-05-10T04:08:10,66,10-05-18,43
-37.4732,142.3643,2018-05-10T04:08:10,74,10-05-18,48
-37.4716,142.3644,2018-05-10T04:08:10,75,10-05-18,49
-37.5005,142.366,2018-05-10T04:08:10,79,10-05-18,52
-37.4988,142.3677,2018-05-10T04:08:10,85,10-05-18,59
-37.5529,142.3699,2018-05-10T04:08:10,79,10-05-18,52
-37.5553,142.3717,2018-05-10T04:08:10,78,10-05-18,53
-37.5673,142.3724,2018-05-10T04:08:10,69,10-05-18,44
-37.522,142.376,2018-05-10T04:08:10,71,10-05-18,46
-37.6158,142.3787,2018-05-10T04:08:10,76,10-05-18,49
-37.597,142.3809,2018-05-10T04:08:10,52,10-05-18,38
-37.5954,142.3844,2018-05-10T04:08:10,80,10-05-18,53
-37.5867,142.3865,2018-05-10T04:08:10,99,10-05-18,85
-37.527,142.387,2018-05-09T12:56:40,81,09-05-18,39
-36.2685,142.3934,2018-05-09T05:09:50,60,09-05-18,40
-36.0195,142.3949,2018-05-09T05:03:40,71,09-05-18,46
-36.6519,142.3959,2018-05-09T05:02:50,57,09-05-18,39
-36.2635,142.3976,2018-05-09T05:02:50,58,09-05-18,40
-36.3488,142.4075,2018-05-09T05:02:50,81,09-05-18,54
-36.6497,142.4083,2018-05-09T05:02:50,51,09-05-18,38
-36.0841,142.4106,2018-05-09T05:02:50,60,09-05-18,40
-36.2748,142.4127,2018-05-09T03:32:10,59,09-05-18,40
-36.2727,142.4219,2018-05-09T03:27:10,74,09-05-18,47
-36.2779,142.4234,2018-05-09T03:26:50,72,09-05-18,47
-36.2761,142.428,2018-05-09T03:26:50,53,09-05-18,43
-38.3849,142.4338,2018-05-09T00:42:30,55,09-05-18,39
-36.3182,142.4349,2018-05-08T04:26:50,64,08-05-18,42
-36.2306,142.4415,2018-05-08T04:26:50,93,08-05-18,72
-36.4001,142.4451,2018-05-08T04:24:40,59,08-05-18,40
-36.4183,142.447,2018-05-08T04:24:00,87,08-05-18,62
-35.9225,142.4482,2018-05-08T04:21:40,66,08-05-18,43
-36.3012,142.4512,2018-05-08T04:21:10,70,08-05-18,45
-36.3492,142.4532,2018-05-08T04:20:40,73,08-05-18,47
-36.3864,142.4565,2018-05-08T04:20:40,80,08-05-18,54
-36.4532,142.4642,2018-05-08T04:20:20,83,08-05-18,56
-36.3493,142.465,2018-05-08T04:20:10,86,08-05-18,60
-36.4226,142.4682,2018-05-08T04:20:10,69,08-05-18,45
-36.4168,142.4715,2018-05-08T04:20:10,91,08-05-18,68
-36.2396,142.4765,2018-05-08T04:20:10,79,08-05-18,53
-36.4547,142.4773,2018-05-08T04:20:10,74,08-05-18,48
-36.4196,142.479,2018-05-08T04:20:10,76,08-05-18,50
-36.1963,142.4791,2018-05-08T04:20:10,72,08-05-18,46
-36.0744,142.4792,2018-05-08T04:20:10,51,08-05-18,38
-36.2756,142.4797,2018-05-08T04:20:10,50,08-05-18,39
-36.2848,142.4872,2018-05-08T04:20:10,100,08-05-18,101
-36.2829,142.4878,2018-05-08T04:20:10,100,08-05-18,115
-36.3511,142.4903,2018-05-08T04:20:10,79,08-05-18,52
-37.5304,142.4911,2018-05-08T04:20:10,77,08-05-18,50
-36.4211,142.4914,2018-05-08T04:20:10,97,08-05-18,81
-38.4068,142.4985,2018-05-08T00:01:40,69,08-05-18,44
-36.5134,142.4998,2018-05-07T03:44:00,70,07-05-18,53
-36.5152,142.5022,2018-05-07T03:39:30,73,07-05-18,58
-36.1214,142.5022,2018-05-07T00:55:00,59,07-05-18,40
-36.2936,142.5024,2018-05-06T04:39:30,73,06-05-18,47
-36.0914,142.5039,2018-05-06T04:39:00,78,06-05-18,51
-36.7317,142.5048,2018-05-06T04:39:00,64,06-05-18,42
-35.6138,142.5058,2018-05-06T04:39:00,91,06-05-18,68
-36.5141,142.5059,2018-05-06T04:37:40,62,06-05-18,41
-36.3011,142.51,2018-05-06T04:34:10,59,06-05-18,40
-36.0885,142.5132,2018-05-06T04:33:00,95,06-05-18,76
-36.3193,142.5142,2018-05-06T04:32:50,96,06-05-18,78
-36.0889,142.5162,2018-05-06T04:32:30,85,06-05-18,59
-36.0652,142.5177,2018-05-06T04:32:20,98,06-05-18,82
-36.2961,142.5191,2018-05-06T04:32:20,57,06-05-18,39
-36.0682,142.5193,2018-05-06T04:32:20,100,06-05-18,90
-36.2861,142.5195,2018-05-06T04:32:20,66,06-05-18,43
-36.6892,142.5237,2018-05-06T04:32:20,75,06-05-18,49
-35.33,142.524,2018-05-06T00:16:40,83,06-05-18,57
-37.7889,142.524,2018-05-06T00:13:50,92,06-05-18,71
-37.7772,142.5253,2018-05-06T00:13:00,70,06-05-18,45
-36.6139,142.5267,2018-05-05T03:59:10,95,05-05-18,77
-36.2558,142.5297,2018-05-05T03:57:00,81,05-05-18,54
-37.547,142.5327,2018-05-05T03:56:40,51,05-05-18,42
-36.4251,142.5339,2018-05-05T03:56:00,58,05-05-18,40
-36.1147,142.5349,2018-05-05T03:53:20,87,05-05-18,63
-36.4426,142.538,2018-05-05T03:53:10,84,05-05-18,57
-37.9509,142.5406,2018-05-05T03:53:10,95,05-05-18,76
-37.5406,142.541,2018-05-05T03:52:30,59,05-05-18,46
-36.3086,142.5436,2018-05-05T03:51:50,82,05-05-18,55
-35.9839,142.5446,2018-05-05T03:50:40,57,05-05-18,47
-36.2987,142.5465,2018-05-05T03:50:40,79,05-05-18,52
-36.2542,142.5466,2018-05-05T03:50:20,52,05-05-18,38
-36.7145,142.5467,2018-05-05T03:50:20,78,05-05-18,52
-36.2523,142.5558,2018-05-05T03:50:20,74,05-05-18,48
-36.4528,142.5598,2018-05-05T03:50:20,82,05-05-18,55
-36.7072,142.5602,2018-05-05T03:50:20,72,05-05-18,46
-36.4425,142.5609,2018-05-05T03:50:20,75,05-05-18,48
-36.3596,142.5634,2018-05-05T03:50:20,53,05-05-18,38
-37.5576,142.5639,2018-05-05T03:50:20,82,05-05-18,56
-36.6224,142.5651,2018-05-05T03:50:20,97,05-05-18,80
-36.3452,142.5659,2018-05-05T03:50:20,64,05-05-18,42
-36.686,142.5679,2018-05-05T03:50:20,71,05-05-18,46
-36.3617,142.568,2018-05-05T03:50:20,71,05-05-18,45
-36.6118,142.5722,2018-05-05T03:50:20,77,05-05-18,50
-37.785,142.5723,2018-05-05T03:50:20,56,05-05-18,41
-36.0786,142.5759,2018-05-05T03:50:20,78,05-05-18,51
-37.8254,142.5788,2018-05-05T03:50:20,62,05-05-18,43
-36.1369,142.5802,2018-05-05T03:50:20,75,05-05-18,48
-36.2966,142.5807,2018-05-05T03:50:20,54,05-05-18,39
-38.0933,142.5842,2018-05-05T03:50:20,96,05-05-18,78
-37.7068,142.5844,2018-05-05T01:07:10,76,05-05-18,50
-36.663,142.5853,2018-05-04T04:53:10,92,04-05-18,71
-36.6963,142.5887,2018-05-04T04:52:00,79,04-05-18,52
-36.5489,142.593,2018-05-04T04:51:50,60,04-05-18,40
-36.8202,142.5932,2018-05-04T04:51:40,80,04-05-18,54
